number,fr_standard,fr_swiss,fr_belgian,is_vigesimal_std,structure_std,tokens_std_gpt-4o (o200k_base),tokens_swiss_gpt-4o (o200k_base),token_diff_gpt-4o (o200k_base),tokens_std_gpt-4/3.5 (cl100k_base),tokens_swiss_gpt-4/3.5 (cl100k_base),token_diff_gpt-4/3.5 (cl100k_base),tokens_std_gpt-3 (p50k_base),tokens_swiss_gpt-3 (p50k_base),token_diff_gpt-3 (p50k_base),tokens_std_llama-3,tokens_swiss_llama-3,token_diff_llama-3,tokens_std_mistral,tokens_swiss_mistral,token_diff_mistral
597,cinq cent quatre-vingt-dix-sept,cinq cents nonante-sept,cinq cents nonante-sept,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
598,cinq cent quatre-vingt-dix-huit,cinq cents nonante-huit,cinq cents nonante-huit,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
599,cinq cent quatre-vingt-dix-neuf,cinq cents nonante-neuf,cinq cents nonante-neuf,False,decimal,11,7,4,11,7,4,14,8,6,12,8,4,12,7,5
600,six cents,six cents,six cents,False,decimal,2,2,0,2,2,0,2,2,0,3,3,0,2,2,0
601,six cent un,six cents un,six cents un,False,decimal,3,3,0,3,3,0,3,3,0,3,4,-1,3,3,0
602,six cent deux,six cents deux,six cents deux,False,decimal,3,3,0,3,3,0,4,4,0,3,4,-1,3,3,0
603,six cent trois,six cents trois,six cents trois,False,decimal,3,3,0,3,3,0,4,4,0,3,4,-1,3,3,0
604,six cent quatre,six cents quatre,six cents quatre,False,decimal,3,3,0,3,3,0,4,4,0,3,4,-1,3,3,0
605,six cent cinq,six cents cinq,six cents cinq,False,decimal,3,3,0,4,4,0,5,5,0,3,4,-1,3,3,0
606,six cent six,six cents six,six cents six,False,decimal,3,3,0,3,3,0,3,3,0,3,4,-1,3,3,0
607,six cent sept,six cents sept,six cents sept,False,decimal,3,3,0,3,3,0,4,4,0,3,4,-1,3,3,0
608,six cent huit,six cents huit,six cents huit,False,decimal,3,3,0,4,4,0,4,4,0,3,4,-1,4,4,0
609,six cent neuf,six cents neuf,six cents neuf,False,decimal,3,3,0,4,4,0,4,4,0,4,5,-1,4,4,0
610,six cent dix,six cents dix,six cents dix,False,decimal,3,3,0,4,4,0,4,4,0,3,4,-1,4,4,0
611,six cent onze,six cents onze,six cents onze,False,decimal,3,3,0,3,3,0,4,4,0,4,5,-1,4,4,0
612,six cent douze,six cents douze,six cents douze,False,decimal,4,4,0,4,4,0,4,4,0,4,5,-1,4,4,0
613,six cent treize,six cents treize,six cents treize,False,decimal,4,4,0,4,4,0,4,4,0,4,5,-1,4,4,0
614,six cent quatorze,six cents quatorze,six cents quatorze,False,decimal,5,5,0,5,5,0,5,5,0,5,6,-1,5,5,0
615,six cent quinze,six cents quinze,six cents quinze,False,decimal,3,3,0,5,5,0,5,5,0,5,6,-1,5,5,0
616,six cent seize,six cents seize,six cents seize,False,decimal,3,3,0,3,3,0,3,3,0,4,5,-1,4,4,0
617,six cent dix-sept,six cents dix-sept,six cents dix-sept,False,decimal,5,5,0,6,6,0,7,7,0,6,7,-1,7,7,0
618,six cent dix-huit,six cents dix-huit,six cents dix-huit,False,decimal,5,5,0,6,6,0,7,7,0,6,7,-1,7,7,0
619,six cent dix-neuf,six cents dix-neuf,six cents dix-neuf,False,decimal,5,5,0,6,6,0,7,7,0,6,7,-1,7,7,0
620,six cent vingt,six cents vingt,six cents vingt,False,decimal,3,3,0,4,4,0,5,5,0,4,5,-1,5,5,0
621,six cent vingt et un,six cents vingt et un,six cents vingt et un,False,decimal,5,5,0,6,6,0,7,7,0,6,7,-1,7,7,0
622,six cent vingt-deux,six cents vingt-deux,six cents vingt-deux,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
623,six cent vingt-trois,six cents vingt-trois,six cents vingt-trois,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,9,9,0
624,six cent vingt-quatre,six cents vingt-quatre,six cents vingt-quatre,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
625,six cent vingt-cinq,six cents vingt-cinq,six cents vingt-cinq,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
626,six cent vingt-six,six cents vingt-six,six cents vingt-six,False,decimal,4,4,0,5,5,0,7,7,0,6,7,-1,7,7,0
627,six cent vingt-sept,six cents vingt-sept,six cents vingt-sept,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
628,six cent vingt-huit,six cents vingt-huit,six cents vingt-huit,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
629,six cent vingt-neuf,six cents vingt-neuf,six cents vingt-neuf,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,8,8,0
630,six cent trente,six cents trente,six cents trente,False,decimal,3,3,0,4,4,0,5,5,0,4,5,-1,4,4,0
631,six cent trente et un,six cents trente et un,six cents trente et un,False,decimal,5,5,0,6,6,0,7,7,0,6,7,-1,6,6,0
632,six cent trente-deux,six cents trente-deux,six cents trente-deux,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
633,six cent trente-trois,six cents trente-trois,six cents trente-trois,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
634,six cent trente-quatre,six cents trente-quatre,six cents trente-quatre,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
635,six cent trente-cinq,six cents trente-cinq,six cents trente-cinq,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
636,six cent trente-six,six cents trente-six,six cents trente-six,False,decimal,4,4,0,5,5,0,7,7,0,6,7,-1,6,6,0
637,six cent trente-sept,six cents trente-sept,six cents trente-sept,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
638,six cent trente-huit,six cents trente-huit,six cents trente-huit,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
639,six cent trente-neuf,six cents trente-neuf,six cents trente-neuf,False,decimal,5,5,0,6,6,0,8,8,0,7,8,-1,7,7,0
640,six cent quarante,six cents quarante,six cents quarante,False,decimal,4,4,0,4,4,0,5,5,0,4,5,-1,4,4,0
641,six cent quarante et un,six cents quarante et un,six cents quarante et un,False,decimal,6,6,0,6,6,0,7,7,0,6,7,-1,6,6,0
642,six cent quarante-deux,six cents quarante-deux,six cents quarante-deux,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
643,six cent quarante-trois,six cents quarante-trois,six cents quarante-trois,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
644,six cent quarante-quatre,six cents quarante-quatre,six cents quarante-quatre,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
645,six cent quarante-cinq,six cents quarante-cinq,six cents quarante-cinq,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
646,six cent quarante-six,six cents quarante-six,six cents quarante-six,False,decimal,5,5,0,5,5,0,7,7,0,6,7,-1,6,6,0
647,six cent quarante-sept,six cents quarante-sept,six cents quarante-sept,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
648,six cent quarante-huit,six cents quarante-huit,six cents quarante-huit,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
649,six cent quarante-neuf,six cents quarante-neuf,six cents quarante-neuf,False,decimal,6,6,0,6,6,0,8,8,0,7,8,-1,7,7,0
650,six cent cinquante,six cents cinquante,six cents cinquante,False,decimal,4,4,0,5,5,0,5,5,0,5,6,-1,5,5,0
651,six cent cinquante et un,six cents cinquante et un,six cents cinquante et un,False,decimal,6,6,0,7,7,0,7,7,0,7,8,-1,7,7,0
652,six cent cinquante-deux,six cents cinquante-deux,six cents cinquante-deux,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
653,six cent cinquante-trois,six cents cinquante-trois,six cents cinquante-trois,False,decimal,7,7,0,8,8,0,8,8,0,9,10,-1,9,9,0
654,six cent cinquante-quatre,six cents cinquante-quatre,six cents cinquante-quatre,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
655,six cent cinquante-cinq,six cents cinquante-cinq,six cents cinquante-cinq,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
656,six cent cinquante-six,six cents cinquante-six,six cents cinquante-six,False,decimal,5,5,0,6,6,0,7,7,0,7,8,-1,7,7,0
657,six cent cinquante-sept,six cents cinquante-sept,six cents cinquante-sept,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
658,six cent cinquante-huit,six cents cinquante-huit,six cents cinquante-huit,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
659,six cent cinquante-neuf,six cents cinquante-neuf,six cents cinquante-neuf,False,decimal,6,6,0,7,7,0,8,8,0,8,9,-1,8,8,0
660,six cent soixante,six cents soixante,six cents soixante,False,decimal,5,5,0,5,5,0,5,5,0,5,6,-1,5,5,0
661,six cent soixante et un,six cents soixante et un,six cents soixante et un,False,decimal,7,7,0,7,7,0,7,7,0,7,8,-1,7,7,0
662,six cent soixante-deux,six cents soixante-deux,six cents soixante-deux,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
663,six cent soixante-trois,six cents soixante-trois,six cents soixante-trois,False,decimal,8,8,0,8,8,0,8,8,0,9,10,-1,9,9,0
664,six cent soixante-quatre,six cents soixante-quatre,six cents soixante-quatre,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
665,six cent soixante-cinq,six cents soixante-cinq,six cents soixante-cinq,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
666,six cent soixante-six,six cents soixante-six,six cents soixante-six,False,decimal,6,6,0,6,6,0,7,7,0,7,8,-1,7,7,0
667,six cent soixante-sept,six cents soixante-sept,six cents soixante-sept,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
668,six cent soixante-huit,six cents soixante-huit,six cents soixante-huit,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
669,six cent soixante-neuf,six cents soixante-neuf,six cents soixante-neuf,False,decimal,7,7,0,7,7,0,8,8,0,8,9,-1,8,8,0
670,six cent soixante-dix,six cents septante,six cents septante,False,decimal,7,4,3,7,4,3,8,5,3,8,5,3,8,4,4
671,six cent soixante et onze,six cents septante et un,six cents septante et un,False,decimal,7,6,1,7,6,1,8,7,1,8,7,1,8,6,2
672,six cent soixante-douze,six cents septante-deux,six cents septante-deux,False,decimal,8,6,2,8,6,2,9,8,1,9,8,1,9,7,2
673,six cent soixante-treize,six cents septante-trois,six cents septante-trois,False,decimal,8,7,1,8,7,1,8,8,0,8,9,-1,8,8,0
674,six cent soixante-quatorze,six cents septante-quatre,six cents septante-quatre,False,decimal,8,6,2,8,6,2,9,8,1,9,8,1,9,7,2
675,six cent soixante-quinze,six cents septante-cinq,six cents septante-cinq,False,decimal,8,6,2,8,6,2,8,8,0,8,8,0,8,7,1
676,six cent soixante-seize,six cents septante-six,six cents septante-six,False,decimal,7,5,2,7,5,2,8,7,1,8,7,1,8,6,2
677,six cent soixante-dix-sept,six cents septante-sept,six cents septante-sept,False,decimal,9,6,3,9,6,3,11,8,3,11,8,3,11,7,4
678,six cent soixante-dix-huit,six cents septante-huit,six cents septante-huit,False,decimal,9,6,3,9,6,3,11,8,3,11,8,3,11,7,4
679,six cent soixante-dix-neuf,six cents septante-neuf,six cents septante-neuf,False,decimal,9,6,3,9,6,3,11,8,3,11,8,3,11,7,4
680,six cent quatre-vingts,six cents huitante,six cents quatre-vingt,False,decimal,6,4,2,6,5,1,7,5,2,6,5,1,6,5,1
681,six cent quatre-vingt-un,six cents huitante et un,six cents quatre-vingt et un,False,decimal,7,6,1,7,7,0,9,7,2,8,7,1,8,7,1
682,six cent quatre-vingt-deux,six cents huitante-deux,six cents quatre-vingt-deux,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
683,six cent quatre-vingt-trois,six cents huitante-trois,six cents quatre-vingt-trois,False,decimal,9,7,2,9,8,1,10,8,2,10,9,1,10,9,1
684,six cent quatre-vingt-quatre,six cents huitante-quatre,six cents quatre-vingt-quatre,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
685,six cent quatre-vingt-cinq,six cents huitante-cinq,six cents quatre-vingt-cinq,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
686,six cent quatre-vingt-six,six cents huitante-six,six cents quatre-vingt-six,False,decimal,7,5,2,7,6,1,9,7,2,8,7,1,8,7,1
687,six cent quatre-vingt-sept,six cents huitante-sept,six cents quatre-vingt-sept,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
688,six cent quatre-vingt-huit,six cents huitante-huit,six cents quatre-vingt-huit,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
689,six cent quatre-vingt-neuf,six cents huitante-neuf,six cents quatre-vingt-neuf,False,decimal,8,6,2,8,7,1,10,8,2,9,8,1,9,8,1
690,six cent quatre-vingt-dix,six cents nonante,six cents nonante,False,decimal,8,4,4,8,4,4,10,4,6,9,5,4,9,4,5
691,six cent quatre-vingt-onze,six cents nonante et un,six cents nonante et un,False,decimal,8,6,2,8,6,2,10,6,4,9,7,2,9,6,3
692,six cent quatre-vingt-douze,six cents nonante-deux,six cents nonante-deux,False,decimal,9,6,3,9,6,3,11,7,4,10,8,2,10,7,3
693,six cent quatre-vingt-treize,six cents nonante-trois,six cents nonante-trois,False,decimal,9,7,2,9,7,2,10,7,3,9,9,0,9,8,1
694,six cent quatre-vingt-quatorze,six cents nonante-quatre,six cents nonante-quatre,False,decimal,9,6,3,9,6,3,11,7,4,10,8,2,10,7,3
695,six cent quatre-vingt-quinze,six cents nonante-cinq,six cents nonante-cinq,False,decimal,9,6,3,9,6,3,10,7,3,9,8,1,9,7,2
696,six cent quatre-vingt-seize,six cents nonante-six,six cents nonante-six,False,decimal,8,5,3,8,5,3,10,6,4,9,7,2,9,6,3
697,six cent quatre-vingt-dix-sept,six cents nonante-sept,six cents nonante-sept,False,decimal,10,6,4,10,6,4,13,7,6,12,8,4,12,7,5
698,six cent quatre-vingt-dix-huit,six cents nonante-huit,six cents nonante-huit,False,decimal,10,6,4,10,6,4,13,7,6,12,8,4,12,7,5
699,six cent quatre-vingt-dix-neuf,six cents nonante-neuf,six cents nonante-neuf,False,decimal,10,6,4,10,6,4,13,7,6,12,8,4,12,7,5
700,sept cents,sept cents,sept cents,False,decimal,2,2,0,3,3,0,3,3,0,3,3,0,2,2,0
701,sept cent un,sept cents un,sept cents un,False,decimal,3,3,0,4,4,0,4,4,0,3,4,-1,3,3,0
702,sept cent deux,sept cents deux,sept cents deux,False,decimal,3,3,0,4,4,0,5,5,0,3,4,-1,3,3,0
703,sept cent trois,sept cents trois,sept cents trois,False,decimal,3,3,0,4,4,0,5,5,0,3,4,-1,3,3,0
704,sept cent quatre,sept cents quatre,sept cents quatre,False,decimal,3,3,0,4,4,0,5,5,0,3,4,-1,3,3,0
705,sept cent cinq,sept cents cinq,sept cents cinq,False,decimal,3,3,0,5,5,0,6,6,0,3,4,-1,3,3,0
706,sept cent six,sept cents six,sept cents six,False,decimal,3,3,0,4,4,0,4,4,0,3,4,-1,3,3,0
707,sept cent sept,sept cents sept,sept cents sept,False,decimal,3,3,0,4,4,0,5,5,0,3,4,-1,3,3,0
708,sept cent huit,sept cents huit,sept cents huit,False,decimal,3,3,0,5,5,0,5,5,0,3,4,-1,4,4,0
709,sept cent neuf,sept cents neuf,sept cents neuf,False,decimal,3,3,0,5,5,0,5,5,0,4,5,-1,4,4,0
710,sept cent dix,sept cents dix,sept cents dix,False,decimal,3,3,0,5,5,0,5,5,0,3,4,-1,4,4,0
711,sept cent onze,sept cents onze,sept cents onze,False,decimal,3,3,0,4,4,0,5,5,0,4,5,-1,4,4,0
712,sept cent douze,sept cents douze,sept cents douze,False,decimal,4,4,0,5,5,0,5,5,0,4,5,-1,4,4,0
713,sept cent treize,sept cents treize,sept cents treize,False,decimal,4,4,0,5,5,0,5,5,0,4,5,-1,4,4,0
714,sept cent quatorze,sept cents quatorze,sept cents quatorze,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
715,sept cent quinze,sept cents quinze,sept cents quinze,False,decimal,3,3,0,6,6,0,6,6,0,5,6,-1,5,5,0
716,sept cent seize,sept cents seize,sept cents seize,False,decimal,3,3,0,4,4,0,4,4,0,4,5,-1,4,4,0
717,sept cent dix-sept,sept cents dix-sept,sept cents dix-sept,False,decimal,5,5,0,7,7,0,8,8,0,6,7,-1,7,7,0
718,sept cent dix-huit,sept cents dix-huit,sept cents dix-huit,False,decimal,5,5,0,7,7,0,8,8,0,6,7,-1,7,7,0
719,sept cent dix-neuf,sept cents dix-neuf,sept cents dix-neuf,False,decimal,5,5,0,7,7,0,8,8,0,6,7,-1,7,7,0
720,sept cent vingt,sept cents vingt,sept cents vingt,False,decimal,3,3,0,5,5,0,6,6,0,4,5,-1,5,5,0
721,sept cent vingt et un,sept cents vingt et un,sept cents vingt et un,False,decimal,5,5,0,7,7,0,8,8,0,6,7,-1,7,7,0
722,sept cent vingt-deux,sept cents vingt-deux,sept cents vingt-deux,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
723,sept cent vingt-trois,sept cents vingt-trois,sept cents vingt-trois,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,9,9,0
724,sept cent vingt-quatre,sept cents vingt-quatre,sept cents vingt-quatre,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
725,sept cent vingt-cinq,sept cents vingt-cinq,sept cents vingt-cinq,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
726,sept cent vingt-six,sept cents vingt-six,sept cents vingt-six,False,decimal,4,4,0,6,6,0,8,8,0,6,7,-1,7,7,0
727,sept cent vingt-sept,sept cents vingt-sept,sept cents vingt-sept,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
728,sept cent vingt-huit,sept cents vingt-huit,sept cents vingt-huit,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
729,sept cent vingt-neuf,sept cents vingt-neuf,sept cents vingt-neuf,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,8,8,0
730,sept cent trente,sept cents trente,sept cents trente,False,decimal,3,3,0,5,5,0,6,6,0,4,5,-1,4,4,0
731,sept cent trente et un,sept cents trente et un,sept cents trente et un,False,decimal,5,5,0,7,7,0,8,8,0,6,7,-1,6,6,0
732,sept cent trente-deux,sept cents trente-deux,sept cents trente-deux,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
733,sept cent trente-trois,sept cents trente-trois,sept cents trente-trois,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
734,sept cent trente-quatre,sept cents trente-quatre,sept cents trente-quatre,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
735,sept cent trente-cinq,sept cents trente-cinq,sept cents trente-cinq,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
736,sept cent trente-six,sept cents trente-six,sept cents trente-six,False,decimal,4,4,0,6,6,0,8,8,0,6,7,-1,6,6,0
737,sept cent trente-sept,sept cents trente-sept,sept cents trente-sept,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
738,sept cent trente-huit,sept cents trente-huit,sept cents trente-huit,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
739,sept cent trente-neuf,sept cents trente-neuf,sept cents trente-neuf,False,decimal,5,5,0,7,7,0,9,9,0,7,8,-1,7,7,0
740,sept cent quarante,sept cents quarante,sept cents quarante,False,decimal,4,4,0,5,5,0,6,6,0,4,5,-1,4,4,0
741,sept cent quarante et un,sept cents quarante et un,sept cents quarante et un,False,decimal,6,6,0,7,7,0,8,8,0,6,7,-1,6,6,0
742,sept cent quarante-deux,sept cents quarante-deux,sept cents quarante-deux,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
743,sept cent quarante-trois,sept cents quarante-trois,sept cents quarante-trois,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
744,sept cent quarante-quatre,sept cents quarante-quatre,sept cents quarante-quatre,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
745,sept cent quarante-cinq,sept cents quarante-cinq,sept cents quarante-cinq,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
746,sept cent quarante-six,sept cents quarante-six,sept cents quarante-six,False,decimal,5,5,0,6,6,0,8,8,0,6,7,-1,6,6,0
747,sept cent quarante-sept,sept cents quarante-sept,sept cents quarante-sept,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
748,sept cent quarante-huit,sept cents quarante-huit,sept cents quarante-huit,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
749,sept cent quarante-neuf,sept cents quarante-neuf,sept cents quarante-neuf,False,decimal,6,6,0,7,7,0,9,9,0,7,8,-1,7,7,0
750,sept cent cinquante,sept cents cinquante,sept cents cinquante,False,decimal,4,4,0,6,6,0,6,6,0,5,6,-1,5,5,0
751,sept cent cinquante et un,sept cents cinquante et un,sept cents cinquante et un,False,decimal,6,6,0,8,8,0,8,8,0,7,8,-1,7,7,0
752,sept cent cinquante-deux,sept cents cinquante-deux,sept cents cinquante-deux,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
753,sept cent cinquante-trois,sept cents cinquante-trois,sept cents cinquante-trois,False,decimal,7,7,0,9,9,0,9,9,0,9,10,-1,9,9,0
754,sept cent cinquante-quatre,sept cents cinquante-quatre,sept cents cinquante-quatre,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
755,sept cent cinquante-cinq,sept cents cinquante-cinq,sept cents cinquante-cinq,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
756,sept cent cinquante-six,sept cents cinquante-six,sept cents cinquante-six,False,decimal,5,5,0,7,7,0,8,8,0,7,8,-1,7,7,0
757,sept cent cinquante-sept,sept cents cinquante-sept,sept cents cinquante-sept,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
758,sept cent cinquante-huit,sept cents cinquante-huit,sept cents cinquante-huit,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
759,sept cent cinquante-neuf,sept cents cinquante-neuf,sept cents cinquante-neuf,False,decimal,6,6,0,8,8,0,9,9,0,8,9,-1,8,8,0
760,sept cent soixante,sept cents soixante,sept cents soixante,False,decimal,5,5,0,6,6,0,6,6,0,5,6,-1,5,5,0
761,sept cent soixante et un,sept cents soixante et un,sept cents soixante et un,False,decimal,7,7,0,8,8,0,8,8,0,7,8,-1,7,7,0
762,sept cent soixante-deux,sept cents soixante-deux,sept cents soixante-deux,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
763,sept cent soixante-trois,sept cents soixante-trois,sept cents soixante-trois,False,decimal,8,8,0,9,9,0,9,9,0,9,10,-1,9,9,0
764,sept cent soixante-quatre,sept cents soixante-quatre,sept cents soixante-quatre,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
765,sept cent soixante-cinq,sept cents soixante-cinq,sept cents soixante-cinq,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
766,sept cent soixante-six,sept cents soixante-six,sept cents soixante-six,False,decimal,6,6,0,7,7,0,8,8,0,7,8,-1,7,7,0
767,sept cent soixante-sept,sept cents soixante-sept,sept cents soixante-sept,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
768,sept cent soixante-huit,sept cents soixante-huit,sept cents soixante-huit,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
769,sept cent soixante-neuf,sept cents soixante-neuf,sept cents soixante-neuf,False,decimal,7,7,0,8,8,0,9,9,0,8,9,-1,8,8,0
770,sept cent soixante-dix,sept cents septante,sept cents septante,False,decimal,7,4,3,8,5,3,9,6,3,8,5,3,8,4,4
771,sept cent soixante et onze,sept cents septante et un,sept cents septante et un,False,decimal,7,6,1,8,7,1,9,8,1,8,7,1,8,6,2
772,sept cent soixante-douze,sept cents septante-deux,sept cents septante-deux,False,decimal,8,6,2,9,7,2,10,9,1,9,8,1,9,7,2
773,sept cent soixante-treize,sept cents septante-trois,sept cents septante-trois,False,decimal,8,7,1,9,8,1,9,9,0,8,9,-1,8,8,0
774,sept cent soixante-quatorze,sept cents septante-quatre,sept cents septante-quatre,False,decimal,8,6,2,9,7,2,10,9,1,9,8,1,9,7,2
775,sept cent soixante-quinze,sept cents septante-cinq,sept cents septante-cinq,False,decimal,8,6,2,9,7,2,9,9,0,8,8,0,8,7,1
776,sept cent soixante-seize,sept cents septante-six,sept cents septante-six,False,decimal,7,5,2,8,6,2,9,8,1,8,7,1,8,6,2
777,sept cent soixante-dix-sept,sept cents septante-sept,sept cents septante-sept,False,decimal,9,6,3,10,7,3,12,9,3,11,8,3,11,7,4
778,sept cent soixante-dix-huit,sept cents septante-huit,sept cents septante-huit,False,decimal,9,6,3,10,7,3,12,9,3,11,8,3,11,7,4
779,sept cent soixante-dix-neuf,sept cents septante-neuf,sept cents septante-neuf,False,decimal,9,6,3,10,7,3,12,9,3,11,8,3,11,7,4
780,sept cent quatre-vingts,sept cents huitante,sept cents quatre-vingt,False,decimal,6,4,2,7,6,1,8,6,2,6,5,1,6,5,1
781,sept cent quatre-vingt-un,sept cents huitante et un,sept cents quatre-vingt et un,False,decimal,7,6,1,8,8,0,10,8,2,8,7,1,8,7,1
782,sept cent quatre-vingt-deux,sept cents huitante-deux,sept cents quatre-vingt-deux,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
783,sept cent quatre-vingt-trois,sept cents huitante-trois,sept cents quatre-vingt-trois,False,decimal,9,7,2,10,9,1,11,9,2,10,9,1,10,9,1
784,sept cent quatre-vingt-quatre,sept cents huitante-quatre,sept cents quatre-vingt-quatre,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
785,sept cent quatre-vingt-cinq,sept cents huitante-cinq,sept cents quatre-vingt-cinq,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
786,sept cent quatre-vingt-six,sept cents huitante-six,sept cents quatre-vingt-six,False,decimal,7,5,2,8,7,1,10,8,2,8,7,1,8,7,1
787,sept cent quatre-vingt-sept,sept cents huitante-sept,sept cents quatre-vingt-sept,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
788,sept cent quatre-vingt-huit,sept cents huitante-huit,sept cents quatre-vingt-huit,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
789,sept cent quatre-vingt-neuf,sept cents huitante-neuf,sept cents quatre-vingt-neuf,False,decimal,8,6,2,9,8,1,11,9,2,9,8,1,9,8,1
790,sept cent quatre-vingt-dix,sept cents nonante,sept cents nonante,False,decimal,8,4,4,9,5,4,11,5,6,9,5,4,9,4,5
791,sept cent quatre-vingt-onze,sept cents nonante et un,sept cents nonante et un,False,decimal,8,6,2,9,7,2,11,7,4,9,7,2,9,6,3
792,sept cent quatre-vingt-douze,sept cents nonante-deux,sept cents nonante-deux,False,decimal,9,6,3,10,7,3,12,8,4,10,8,2,10,7,3
793,sept cent quatre-vingt-treize,sept cents nonante-trois,sept cents nonante-trois,False,decimal,9,7,2,10,8,2,11,8,3,9,9,0,9,8,1
794,sept cent quatre-vingt-quatorze,sept cents nonante-quatre,sept cents nonante-quatre,False,decimal,9,6,3,10,7,3,12,8,4,10,8,2,10,7,3
